replicate,seed,posterior,K,param,estimate,truth,rel_bias_pct,marginal_ll,mean_ess,frac_bad,n_steps_run,converged,secs,cpu_secs
3,1003,amortized,8,ka,1.0837905591587254,1.2,-9.684120070106218,-140.97306591883017,1828.3003762178316,0.0,16500,True,11.604078769683838,12.62836500000003
3,1003,amortized,8,om_CL,0.2789722169686477,0.3,-7.00926101045076,-140.97306591883017,1828.3003762178316,0.0,16500,True,11.604084014892578,12.62836500000003
3,1003,amortized,8,om_V,0.14086265935034936,0.2,-29.568670324825323,-140.97306591883017,1828.3003762178316,0.0,16500,True,11.604089736938477,12.62836500000003
3,1003,amortized,8,om_ka,0.422581775308038,0.4,5.645443827009489,-140.97306591883017,1828.3003762178316,0.0,16500,True,11.604093790054321,12.62836500000003
3,1003,amortized,8,sigma,0.19301085373276747,0.2,-3.4945731336162713,-140.97306591883017,1828.3003762178316,0.0,16500,True,11.604098081588745,12.62836500000003
3,1003,amortized,64,CL,3.105579216372428,3.0,3.519307212414269,-140.45816114229194,1735.3345188745784,0.0,25000,False,50.920068979263306,66.57343299999997
3,1003,amortized,64,V,29.19114569364525,30.0,-2.696181021182499,-140.45816114229194,1735.3345188745784,0.0,25000,False,50.92007613182068,66.57343299999997
3,1003,amortized,64,ka,1.0754198220623656,1.2,-10.38168149480286,-140.45816114229194,1735.3345188745784,0.0,25000,False,50.92008090019226,66.57343299999997
3,1003,amortized,64,om_CL,0.2758568469624653,0.3,-8.047717679178223,-140.45816114229194,1735.3345188745784,0.0,25000,False,50.920085191726685,66.57343299999997
3,1003,amortized,64,om_V,0.1612671126919179,0.2,-19.366443654041053,-140.45816114229194,1735.3345188745784,0.0,25000,False,50.92008900642395,66.57343299999997
3,1003,amortized,64,om_ka,0.41280723582739554,0.4,3.201808956848878,-140.45816114229194,1735.3345188745784,0.0,25000,False,50.92009210586548,66.57343299999997
3,1003,amortized,64,sigma,0.18841383694200953,0.2,-5.793081528995241,-140.45816114229194,1735.3345188745784,0.0,25000,False,50.92009615898132,66.57343299999997
4,1004,free,1,CL,3.022620776895902,3.0,0.7540258965300713,-203.8925967450138,2014.485683794566,0.0,17000,True,5.694977045059204,5.707098999999971
4,1004,free,1,V,29.794234903912688,30.0,-0.6858836536243729,-203.8925967450138,2014.485683794566,0.0,17000,True,5.694984197616577,5.707098999999971
4,1004,free,1,ka,1.1859815425197302,1.2,-1.1682047900224795,-203.8925967450138,2014.485683794566,0.0,17000,True,5.694988965988159,5.707098999999971
4,1004,free,1,om_CL,0.3251856662471159,0.3,8.395222082371978,-203.8925967450138,2014.485683794566,0.0,17000,True,5.694993019104004,5.707098999999971
4,1004,free,1,om_V,0.2013829060638016,0.2,0.6914530319007961,-203.8925967450138,2014.485683794566,0.0,17000,True,5.694997072219849,5.707098999999971
